filename	enum	defaultf0floor	defaultf0ceiling	idx	character	case	minTime	maxTime	char_duration	boundary	syl_rhyme	syl_rhyme_minTime	syl_rhyme_maxTime	syl_rhyme_duration	rhyme	rhyme_minTime	rhyme_maxTime	rhyme_duration	f0min	f0max	f0min_time	f0max_time	step1	step2	step3	step4	step5	step6	step7	step8	step9	step10	step11	step12	step13	step14	step15	step16	step17	step18	step19	step20	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20
S2diaC1	6	80.0	360.0	7	子	Object(suffix)	1.42166	1.59163	0.16997	1	I	1.53893	1.59163	0.0527	I	1.53893	1.59163	0.0527	89.614	103.574	1.5886153628117914	1.53893	1.53893	1.54156	1.5442	1.54683	1.54947	1.55211	1.55474	1.55737	1.56001	1.56265	1.56528	1.56791	1.57055	1.57319	1.57582	1.57845	1.58109	1.58373	1.58636	1.589	104.861	103.655	102.855	102.084	101.314	100.622	100.062	99.502	98.942	97.925	96.807	95.689	94.531	93.257	91.983	90.709	90.188	89.987	89.786	89.614
S2diaNC1	0	80.0	420.0	1	小	Name(prefix)	0.25188	0.43653	0.18465	0	yaw	0.36827	0.43653	0.06826	yaw	0.37827	0.40653	0.02826	155.275	162.36	0.40653	0.37933319160997736	0.37827	0.37968	0.3811	0.38251	0.38392	0.38533	0.38675	0.38816	0.38957	0.39099	0.3924	0.39381	0.39523	0.39664	0.39805	0.39947	0.40088	0.40229	0.4037	0.40512	162.36	162.18	161.451	160.722	159.994	159.265	158.536	157.808	157.318	156.978	156.639	156.3	155.961	155.621	155.282	155.176	155.075	154.973	154.872	154.771
S2diaNC1	1	80.0	420.0	2	影	Name	0.43653	0.62049	0.18396	0	yin	0.43653	0.62049	0.18396	yin	0.44653	0.62049	0.17396	159.504	172.286	0.6145370509926915	0.5183037571323502	0.44653	0.45523	0.46393	0.47262	0.48132	0.49002	0.49872	0.50742	0.51611	0.52481	0.53351	0.54221	0.55091	0.5596	0.5683	0.577	0.5857	0.5944	0.60309	0.61179	161.128	163.755	163.331	163.594	164.348	167.778	170.46	171.461	172.014	171.57	170.154	168.163	166.649	167.19	166.713	165.163	163.341	161.672	160.389	159.648
S2diaNC1	2	80.0	420.0	3	买	Verb	0.62049	0.73483	0.11434	0	@y	0.65674	0.73483	0.07809	@y	0.66674	0.73483	0.06809	160.956	165.281	0.73483	0.696535028500031	0.66674	0.67014	0.67355	0.67695	0.68036	0.68376	0.68717	0.69057	0.69398	0.69738	0.70078	0.70419	0.70759	0.711	0.7144	0.71781	0.72121	0.72462	0.72802	0.73143	160.956	161.023	162.249	163.474	164.391	164.59	164.789	164.959	165.105	165.251	165.051	164.762	164.458	163.822	163.185	162.561	161.968	161.374	160.466	159.282
S2diaNC1	3	80.0	420.0	4	了	Aspect	0.73483	0.8072	0.07237	0	o	0.7632	0.8072	0.044	o	0.7632	0.7972	0.034	131.657	142.703	0.7972	0.7632	0.7632	0.7649	0.7666	0.7683	0.77	0.7717	0.7734	0.7751	0.7768	0.7785	0.7802	0.7819	0.7836	0.7853	0.787	0.7887	0.7904	0.7921	0.7938	0.7955	143.142	142.575	142.393	142.211	142.029	141.848	141.611	141.137	140.663	140.188	139.714	139.24	138.179	136.833	135.486	134.139	132.793	131.532	130.734	129.937
S2diaNC1	4	80.0	420.0	5	把	Classifier	0.8072	0.9525	0.1453	0	a	0.86228	0.9525	0.09022	a	0.86228	0.9525	0.09022	104.155	122.37	0.9523078291572068	0.8788940543055083	0.86228	0.86679	0.8713	0.87581	0.88032	0.88484	0.88935	0.89386	0.89837	0.90288	0.90739	0.9119	0.91641	0.92092	0.92543	0.92995	0.93446	0.93897	0.94348	0.94799	120.256	120.256	121.264	122.281	122.118	121.842	121.046	120.146	119.185	118.204	116.792	115.176	113.623	112.113	110.485	108.75	107.491	106.83	106.015	104.929
S2diaNC1	5	80.0	420.0	6	椅	Object	0.9525	1.18031	0.22781	0	i	0.9525	1.18031	0.22781	i	0.9525	1.18031	0.22781	105.553	170.386	0.9525	1.1606442897363607	0.9525	0.96389	0.97528	0.98667	0.99806	1.00945	1.02084	1.03223	1.04362	1.05501	1.06641	1.0778	1.08919	1.10058	1.11197	1.12336	1.13475	1.14614	1.15753	1.16892	104.348	106.636	112.579	115.737	113.092	114.214	118.137	123.078	125.695	127.983	131.545	136.265	140.849	147.948	153.055	156.426	162.22	168.124	170.384	169.596
S2diaNC1	6	80.0	420.0	7	子	Object(suffix)	1.18031	1.36405	0.18374	1	I	1.30183	1.36405	0.06222	I	1.31183	1.33405	0.02222	100.427	102.851	1.33405	1.324484146783164	1.31183	1.31294	1.31405	1.31516	1.31627	1.31739	1.3185	1.31961	1.32072	1.32183	1.32294	1.32405	1.32516	1.32627	1.32738	1.32849	1.32961	1.33072	1.33183	1.33294	99.644	99.818	99.992	100.166	100.34	100.57	100.857	101.144	101.432	101.719	102.006	102.293	102.58	102.815	102.193	101.572	100.951	100.329	99.708	99.087
S2diaNB5	0	60.0	320.0	1	小	Name(prefix)	0.24916	0.43138	0.18222	0	yaw	0.364	0.43138	0.06738	yaw	0.374	0.43138	0.05738	149.323	155.977	0.4258235816673247	0.3784580498866213	0.374	0.37687	0.37974	0.38261	0.38548	0.38834	0.39121	0.39408	0.39695	0.39982	0.40269	0.40556	0.40843	0.4113	0.41417	0.41703	0.4199	0.42277	0.42564	0.42851	155.977	155.977	155.713	155.121	154.53	153.938	153.368	153.019	152.669	152.32	151.971	151.682	151.415	151.148	150.881	150.595	150.275	149.956	149.636	149.337
S2diaNB5	1	60.0	320.0	2	银	Name	0.43138	0.58072	0.14934	0	in	0.45836	0.58072	0.12236	in	0.45836	0.58072	0.12236	123.419	146.376	0.58072	0.45836	0.45836	0.46448	0.4706	0.47671	0.48283	0.48895	0.49507	0.50119	0.5073	0.51342	0.51954	0.52566	0.53178	0.53789	0.54401	0.55013	0.55625	0.56237	0.56848	0.5746	149.709	147.025	145.68	144.761	143.559	142.246	140.102	137.552	136.099	135.294	133.918	132.138	130.37	128.613	127.261	126.316	125.598	125.149	124.589	123.872
S2diaNB5	2	60.0	320.0	3	拿	Verb	0.58072	0.6898	0.10908	0	a	0.6186	0.6898	0.0712	a	0.6186	0.6898	0.0712	110.395	118.764	0.6898	0.6186	0.6186	0.62216	0.62572	0.62928	0.63284	0.6364	0.63996	0.64352	0.64708	0.65064	0.6542	0.65776	0.66132	0.66488	0.66844	0.672	0.67556	0.67912	0.68268	0.68624	119.832	119.446	119.06	118.602	117.9	117.199	116.497	115.876	115.286	114.696	114.118	113.585	113.051	112.518	111.967	111.409	110.85	110.304	109.816	109.327
S2diaNB5	3	60.0	320.0	4	了	Aspect	0.6898	0.75924	0.06944	0	o	0.7261	0.75924	0.03314	o	0.7261	0.75924	0.03314	106.997	114.236	0.7534580498866214	0.7326923788179411	0.7261	0.72776	0.72941	0.73107	0.73273	0.73438	0.73604	0.7377	0.73936	0.74101	0.74267	0.74433	0.74598	0.74764	0.7493	0.75096	0.75261	0.75427	0.75593	0.75758	112.956	113.855	114.136	113.963	113.79	113.617	113.444	113.271	113.098	112.905	112.119	111.332	110.545	109.759	108.972	108.185	107.399	106.997	106.997	106.997
S2diaNB5	4	60.0	320.0	5	个	Classifier	0.75924	0.84307	0.08383	0	o	0.81407	0.84307	0.029	o	0.82407	0.84307	0.019	102.007	103.053	0.84307	0.8284580498866213	0.82407	0.82502	0.82597	0.82692	0.82787	0.82882	0.82977	0.83072	0.83167	0.83262	0.83357	0.83452	0.83547	0.83642	0.83737	0.83832	0.83927	0.84022	0.84117	0.84212	103.053	103.053	103.053	103.053	103.053	103.023	102.943	102.864	102.784	102.705	102.625	102.546	102.466	102.387	102.308	102.228	102.149	102.069	101.981	101.86
S2diaNB5	5	60.0	320.0	6	篮	Object	0.84307	1.12733	0.28426	0	E	0.87565	1.12733	0.25168	E	0.87565	1.11733	0.24168	85.21	101.115	1.1159580498866215	0.87565	0.87565	0.88773	0.89982	0.9119	0.92399	0.93607	0.94815	0.96024	0.97232	0.98441	0.99649	1.00857	1.02066	1.03274	1.04483	1.05691	1.06899	1.08108	1.09316	1.10525	100.936	99.315	98.315	97.639	97.367	97.389	97.074	96.524	96.049	95.591	95.265	95.344	95.544	95.075	93.749	93.131	94.157	93.408	91.77	89.568
S2diaNB5	6	60.0	320.0	7	子	Object(suffix)	1.12733	1.3825	0.25517	1	I	1.22082	1.3825	0.16168	I	1.23082	1.2625	0.03168	102.185	103.302	1.2625	1.23082	1.23082	1.2324	1.23399	1.23557	1.23716	1.23874	1.24032	1.24191	1.24349	1.24508	1.24666	1.24824	1.24983	1.25141	1.253	1.25458	1.25616	1.25775	1.25933	1.26092	104.962	104.703	104.443	104.184	103.925	103.665	103.406	103.217	103.076	102.934	102.793	102.651	102.51	102.368	102.227	102.082	101.937	101.791	101.646	101.5
S2diaN1A5	0	90.0	410.0	1	小	Name(prefix)	0.44614	0.6007	0.15456	0	yaw	0.53516	0.6007	0.06554	yaw	0.54838	0.6007	0.05232	155.043	162.826	0.5891969201907559	0.5569926249430327	0.54838	0.551	0.55361	0.55623	0.55884	0.56146	0.56408	0.56669	0.56931	0.57192	0.57454	0.57716	0.57977	0.58239	0.585	0.58762	0.59024	0.59285	0.59547	0.59808	160.544	162.578	161.926	161.273	160.621	159.969	159.316	158.664	158.011	157.57	157.204	156.839	156.473	156.107	155.741	155.376	155.082	155.511	155.941	156.37
S2diaN1A5	1	90.0	410.0	2	英	Name	0.6007	0.70872	0.10802	0	yin	0.6007	0.70872	0.10802	yin	0.6007	0.70872	0.10802	158.327	170.027	0.6007	0.6601758693288957	0.6007	0.6061	0.6115	0.6169	0.6223	0.6277	0.63311	0.63851	0.64391	0.64931	0.65471	0.66011	0.66551	0.67091	0.67631	0.68172	0.68712	0.69252	0.69792	0.70332	156.8	157.687	158.956	161.218	163.48	165.742	167.204	168.075	168.946	169.817	169.952	169.979	170.005	169.52	166.519	163.518	160.517	158.667	158.136	157.606
S2diaN1A5	2	90.0	410.0	3	捏	Verb	0.70872	0.79203	0.08331	0	yE	0.72741	0.79203	0.06462	yE	0.72741	0.79203	0.06462	155.534	165.201	0.72741	0.7691386689856928	0.72741	0.73064	0.73387	0.7371	0.74033	0.74357	0.7468	0.75003	0.75326	0.75649	0.75972	0.76295	0.76618	0.76941	0.77264	0.77587	0.77911	0.78234	0.78557	0.7888	155.717	155.718	156.642	157.567	158.491	159.416	160.34	161.262	161.899	162.537	163.174	163.811	164.448	165.085	164.581	163.824	163.067	162.31	161.552	160.795
S2diaN1A5	3	90.0	410.0	4	了	Aspect	0.79203	0.8483	0.05627	0	o	0.82453	0.8483	0.02377	o	0.83453	0.8483	0.01377	151.794	231.222	0.83453	0.8483	0.83453	0.83522	0.83591	0.8366	0.83728	0.83797	0.83866	0.83935	0.84004	0.84073	0.84142	0.8421	0.84279	0.84348	0.84417	0.84486	0.84555	0.84623	0.84692	0.84761	169.784	172.518	175.253	177.987	180.721	183.456	186.19	188.924	191.659	194.393	197.127	199.862	202.596	205.33	208.065	210.799	213.533	216.268	219.002	221.736
S2diaN1A5	4	90.0	410.0	5	个	Classifier	0.8483	0.92101	0.07271	0	o	0.88395	0.92101	0.03706	o	0.89136	0.91538	0.02402	114.821	114.821	0.91538	0.89136	0.89136	0.89256	0.89376	0.89496	0.89616	0.89736	0.89857	0.89977	0.90097	0.90217	0.90337	0.90457	0.90577	0.90697	0.90817	0.90938	0.91058	0.91178	0.91298	0.91418	133.587	132.378	131.169	129.959	128.75	127.541	126.332	125.123	123.914	122.705	121.496	120.287	119.078	117.869	116.66	115.451	114.736	114.559	114.381	114.203
S2diaN1A5	5	90.0	410.0	6	狮	Object	0.92101	1.24733	0.32632	0	I	1.13367	1.24733	0.11366	I	1.13367	1.24733	0.11366	104.299	153.598	1.13367	1.2315579165961976	1.13367	1.13935	1.14504	1.15072	1.1564	1.16209	1.16777	1.17345	1.17913	1.18482	1.1905	1.19618	1.20187	1.20755	1.21323	1.21891	1.2246	1.23028	1.23596	1.24165	93.168	97.041	100.915	104.829	109.02	113.21	117.401	121.926	126.667	131.408	136.058	139.767	143.475	147.184	149.561	150.929	152.297	153.548	152.549	151.55
S2diaN1A5	6	90.0	410.0	7	子	Object(suffix)	1.24733	1.3941	0.14677	1	I	1.34371	1.3941	0.05039	I	1.34371	1.3941	0.05039	106.085	134.789	1.3941	1.3463258738324175	1.34371	1.34623	1.34875	1.35127	1.35379	1.35631	1.35883	1.36135	1.36387	1.36639	1.3689	1.37142	1.37394	1.37646	1.37898	1.3815	1.38402	1.38654	1.38906	1.39158	133.652	134.107	134.563	134.293	133.309	132.325	131.341	130.356	129.372	128.388	127.403	125.488	122.856	120.224	117.593	114.961	112.329	109.698	107.066	105.088
S2diaB5	0	70.0	370.0	1	小	Name(prefix)	0.31831	0.49957	0.18126	0	yaw	0.4361	0.49957	0.06347	yaw	0.4661	0.49957	0.03347	162.035	169.742	0.4661	0.49957	0.4661	0.46777	0.46945	0.47112	0.47279	0.47447	0.47614	0.47781	0.47949	0.48116	0.48284	0.48451	0.48618	0.48786	0.48953	0.4912	0.49288	0.49455	0.49622	0.4979	161.571	161.665	161.759	161.853	161.948	162.086	162.795	163.505	164.214	164.924	165.633	166.342	166.908	167.402	167.897	168.391	168.885	169.379	169.805	170.039
S2diaB5	1	70.0	370.0	2	银	Name	0.49957	0.64924	0.14967	0	in	0.54307	0.64924	0.10617	in	0.54307	0.64924	0.10617	133.209	166.72	0.64924	0.5443472118470772	0.54307	0.54838	0.55369	0.559	0.5643	0.56961	0.57492	0.58023	0.58554	0.59085	0.59615	0.60146	0.60677	0.61208	0.61739	0.6227	0.62801	0.63331	0.63862	0.64393	166.7	166.717	166.318	165.826	162.213	157.814	154.764	152.093	150.97	150.329	149.01	147.458	145.165	142.591	140.602	138.855	137.241	135.688	134.522	133.548
S2diaB5	2	70.0	370.0	3	拿	Verb	0.64924	0.77886	0.12962	0	a	0.69319	0.77886	0.08567	a	0.69319	0.77886	0.08567	114.63	123.626	0.77886	0.69319	0.69319	0.69747	0.70176	0.70604	0.71032	0.71461	0.71889	0.72317	0.72746	0.73174	0.73602	0.74031	0.74459	0.74888	0.75316	0.75744	0.76173	0.76601	0.77029	0.77458	126.181	124.404	123.299	122.717	122.134	121.524	120.915	120.463	120.137	119.819	119.645	119.471	119.086	118.532	117.972	117.323	116.674	115.995	115.294	114.628
S2diaB5	3	70.0	370.0	4	了	Aspect	0.77886	0.85314	0.07428	0	o	0.8051	0.85314	0.04804	o	0.8051	0.85314	0.04804	103.567	115.266	0.8493480725623583	0.8103474036838585	0.8051	0.8075	0.8099	0.81231	0.81471	0.81711	0.81951	0.82191	0.82432	0.82672	0.82912	0.83152	0.83392	0.83633	0.83873	0.84113	0.84353	0.84593	0.84834	0.85074	115.127	115.25	115.211	115.171	115.132	115.093	114.81	114.517	114.224	113.932	113.081	111.671	110.262	108.852	107.464	106.582	105.701	104.819	103.938	103.567
S2diaB5	4	70.0	370.0	5	个	Classifier	0.85314	0.94253	0.08939	0	o	0.91261	0.94253	0.02992	o	0.91261	0.94253	0.02992	104.517	104.782	0.9234437331187008	0.91261	0.91261	0.91411	0.9156	0.9171	0.91859	0.92009	0.92159	0.92308	0.92458	0.92607	0.92757	0.92907	0.93056	0.93206	0.93355	0.93505	0.93655	0.93804	0.93954	0.94103	105.969	104.697	104.671	104.644	104.618	104.592	104.565	104.539	104.523	104.559	104.596	104.633	104.67	104.707	104.744	104.781	105.0	105.221	105.442	105.662
S2diaB5	5	70.0	370.0	6	篮	Object	0.94253	1.21327	0.27074	0	E	0.96897	1.21327	0.2443	E	0.96897	1.21327	0.2443	93.683	107.916	1.1382832154810858	0.9895194592646925	0.96897	0.98118	0.9934	1.00561	1.01783	1.03005	1.04226	1.05448	1.06669	1.07891	1.09112	1.10333	1.11555	1.12777	1.13998	1.1522	1.16441	1.17663	1.18884	1.20105	107.664	107.626	107.783	106.892	105.687	105.494	105.441	104.186	102.343	101.277	100.755	99.407	98.487	96.339	94.059	97.353	98.954	98.578	98.915	97.965
S2diaB5	6	70.0	370.0	7	子	Object(suffix)	1.21327	1.49432	0.28105	1	I	1.3381	1.49432	0.15622	I	1.3381	1.48432	0.14622	70.378	103.975	1.4814909297052155	1.3381	1.3381	1.34541	1.35272	1.36003	1.36734	1.37466	1.38197	1.38928	1.39659	1.4039	1.41121	1.41852	1.42583	1.43314	1.44045	1.44776	1.45508	1.46239	1.4697	1.47701	104.664	103.953	103.903	103.761	103.279	102.421	100.474	96.001	89.96	86.221	83.535	81.511	79.868	78.896	78.398	78.517	74.838	71.435	70.877	70.552
S2diaB1	0	70.0	320.0	1	小	Name(prefix)	0.35409	0.53569	0.1816	0	yaw	0.46286	0.53569	0.07283	yaw	0.48286	0.53569	0.05283	137.535	142.822	0.48286	0.53569	0.48286	0.4855	0.48814	0.49078	0.49343	0.49607	0.49871	0.50135	0.50399	0.50663	0.50928	0.51192	0.51456	0.5172	0.51984	0.52248	0.52512	0.52777	0.53041	0.53305	136.722	137.023	137.324	137.599	137.813	138.027	138.241	138.455	138.669	138.883	139.097	139.507	139.991	140.475	140.959	141.444	141.928	142.412	142.873	143.206
S2diaB1	1	70.0	320.0	2	银	Name	0.53569	0.7225	0.18681	0	in	0.56805	0.7225	0.15445	in	0.56805	0.7225	0.15445	120.092	144.828	0.7178146728500407	0.56805	0.56805	0.57577	0.5835	0.59122	0.59894	0.60666	0.61439	0.62211	0.62983	0.63755	0.64528	0.653	0.66072	0.66844	0.67617	0.68389	0.69161	0.69933	0.70705	0.71478	144.878	143.696	142.181	140.614	138.769	136.923	135.13	133.376	131.622	129.687	127.747	126.267	125.514	124.76	123.841	122.879	121.955	121.173	120.391	120.152
S2diaB1	2	70.0	320.0	3	拿	Verb	0.7225	0.8525	0.13	0	a	0.75771	0.8525	0.09479	a	0.75771	0.8525	0.09479	108.183	115.49	0.841921172502362	0.75771	0.75771	0.76245	0.76719	0.77193	0.77667	0.78141	0.78615	0.79089	0.79563	0.80037	0.8051	0.80984	0.81458	0.81932	0.82406	0.8288	0.83354	0.83828	0.84302	0.84776	118.591	117.395	116.199	115.177	114.408	113.639	112.87	112.167	111.745	111.324	110.902	110.481	110.084	109.688	109.292	108.896	108.687	108.542	108.397	108.251
S2diaB1	3	70.0	320.0	4	了	Aspect	0.8525	0.91558	0.06308	0	o	0.87565	0.91558	0.03993	o	0.87565	0.91558	0.03993	106.04	112.719	0.9155676312125621	0.87565	0.87565	0.87765	0.87964	0.88164	0.88364	0.88563	0.88763	0.88963	0.89162	0.89362	0.89562	0.89761	0.89961	0.9016	0.9036	0.9056	0.90759	0.90959	0.91159	0.91358	113.603	113.48	113.357	113.234	113.111	112.988	112.865	112.742	112.177	111.511	110.844	110.177	109.511	108.844	108.177	107.51	106.844	106.177	106.191	106.381
S2diaB1	4	70.0	320.0	5	个	Classifier	0.91558	1.0025	0.08692	0	o	0.9625	1.0025	0.04	o	0.9625	1.0025	0.04	104.356	111.745	0.9955333042005731	0.964093589621341	0.9625	0.9645	0.9665	0.9685	0.9705	0.9725	0.9745	0.9765	0.9785	0.9805	0.9825	0.9845	0.9865	0.9885	0.9905	0.9925	0.9945	0.9965	0.9985	1.0005	111.032	111.222	111.412	111.602	111.56	110.821	110.082	109.344	108.605	107.866	107.127	106.388	105.649	104.91	104.409	104.622	104.834	105.047	105.259	105.472
S2diaB1	5	70.0	320.0	6	篮	Object	1.0025	1.29276	0.29026	0	E	1.02923	1.29276	0.26353	E	1.02923	1.28276	0.25353	96.703	110.15	1.28276	1.02923	1.02923	1.04191	1.05458	1.06726	1.07994	1.09261	1.10529	1.11797	1.13064	1.14332	1.15599	1.16867	1.18135	1.19402	1.2067	1.21938	1.23205	1.24473	1.25741	1.27008	110.009	106.929	105.176	106.383	105.717	104.627	103.893	103.769	104.0	104.139	103.917	103.293	102.62	101.835	100.823	99.981	99.256	98.832	97.932	96.68
S2diaB1	6	70.0	320.0	7	子	Object(suffix)	1.29276	1.63755	0.34479	1	I	1.41282	1.63755	0.22473	I	1.41282	1.53755	0.12473	72.256	102.0	1.53	1.4410143729110787	1.41282	1.41906	1.42529	1.43153	1.43777	1.444	1.45024	1.45648	1.46271	1.46895	1.47518	1.48142	1.48766	1.49389	1.50013	1.50637	1.5126	1.51884	1.52508	1.53131	101.58	101.636	101.693	101.755	101.838	101.92	101.94	100.397	98.853	97.31	95.367	93.344	91.32	88.981	86.454	83.926	81.126	77.946	74.766	72.256
S2diaN1A1	0	90.0	400.0	1	小	Name(prefix)	0.47954	0.6749	0.19536	0	yaw	0.6068	0.6749	0.0681	yaw	0.6268	0.6749	0.0481	158.356	160.3	0.6549348096779264	0.6268	0.6268	0.62921	0.63161	0.63401	0.63642	0.63882	0.64123	0.64364	0.64604	0.64845	0.65085	0.65326	0.65566	0.65807	0.66047	0.66288	0.66528	0.66769	0.67009	0.6725	160.384	160.321	160.144	159.91	159.676	159.442	159.209	158.975	158.741	158.507	158.384	158.463	158.543	158.622	158.701	158.781	158.86	158.939	159.009	158.84
S2diaN1A1	1	90.0	400.0	2	英	Name	0.6749	0.83552	0.16062	0	yin	0.6749	0.83552	0.16062	yin	0.6749	0.83552	0.16062	150.424	158.468	0.83552	0.6749	0.6749	0.68293	0.69096	0.69899	0.70702	0.71505	0.72309	0.73112	0.73915	0.74718	0.75521	0.76324	0.77127	0.7793	0.78733	0.79537	0.8034	0.81143	0.81946	0.82749	158.671	158.108	157.541	156.956	156.371	156.106	156.029	156.018	156.416	156.814	157.348	157.956	158.248	156.857	155.467	155.704	156.748	157.095	154.21	151.326
S2diaN1A1	2	90.0	400.0	3	捏	Verb	0.83552	0.9391	0.10358	0	yE	0.85537	0.9391	0.08373	yE	0.85537	0.9391	0.08373	142.227	159.225	0.8767730861390208	0.9332547075611497	0.85537	0.85956	0.86374	0.86793	0.87212	0.8763	0.88049	0.88468	0.88886	0.89305	0.89724	0.90142	0.90561	0.90979	0.91398	0.91817	0.92235	0.92654	0.93073	0.93491	149.167	147.181	145.195	143.209	142.42	142.802	143.185	143.567	143.949	145.245	146.884	148.522	150.16	151.799	153.341	154.879	156.417	157.955	159.089	158.307
S2diaN1A1	3	90.0	400.0	4	了	Aspect	0.9391	0.99499	0.05589	0	o	0.95969	0.99499	0.0353	o	0.95969	0.99499	0.0353	149.445	171.612	0.99499	0.9684222102507135	0.95969	0.96146	0.96322	0.96499	0.96675	0.96852	0.97028	0.97205	0.97381	0.97558	0.97734	0.97911	0.98087	0.98264	0.9844	0.98617	0.98793	0.98969	0.99146	0.99323	163.299	164.722	166.145	167.569	168.992	170.415	171.302	169.345	167.389	165.433	163.477	161.521	159.564	157.608	155.652	153.696	151.74	149.783	147.545	145.248
S2diaN1A1	4	90.0	400.0	5	个	Classifier	0.99499	1.09392	0.09893	0	o	1.05824	1.09392	0.03568	o	1.05824	1.08392	0.02568	112.406	112.406	1.08392	1.0648566905240546	1.05824	1.05952	1.06081	1.06209	1.06338	1.06466	1.06594	1.06723	1.06851	1.0698	1.07108	1.07236	1.07365	1.07493	1.07622	1.0775	1.07878	1.08007	1.08135	1.08264	110.427	110.643	110.859	111.075	111.291	111.508	111.724	111.94	112.156	112.372	111.84	111.166	110.492	109.818	109.144	108.47	107.796	107.123	106.449	105.775
S2diaN1A1	5	90.0	400.0	6	狮	Object	1.09392	1.44144	0.34752	0	I	1.32639	1.44144	0.11505	I	1.32639	1.43144	0.10505	98.918	155.935	1.337348721963303	1.4193761496822443	1.32639	1.33164	1.33689	1.34215	1.3474	1.35265	1.3579	1.36316	1.36841	1.37366	1.37892	1.38417	1.38942	1.39467	1.39993	1.40518	1.41043	1.41568	1.42094	1.42619	110.209	99.703	102.214	104.724	107.235	110.633	114.9	119.167	123.435	127.746	132.077	136.408	140.739	144.656	148.521	152.387	155.925	155.801	155.676	155.552
S2diaN1A1	6	90.0	400.0	7	子	Object(suffix)	1.44144	1.58959	0.14815	1	I	1.53381	1.58959	0.05578	I	1.53381	1.57959	0.04578	115.99	128.288	1.57959	1.53381	1.53381	1.5361	1.53839	1.54068	1.54297	1.54526	1.54754	1.54983	1.55212	1.55441	1.5567	1.55899	1.56128	1.56357	1.56586	1.56814	1.57043	1.57272	1.57501	1.5773	134.822	133.898	132.974	132.051	131.127	130.203	129.279	128.355	126.983	125.576	124.168	122.761	121.353	119.946	118.538	117.13	115.591	113.49	111.388	109.286
S2diaNB1	0	60.0	320.0	1	小	Name(prefix)	0.53429	0.72103	0.18674	0	yaw	0.6545	0.72103	0.06653	yaw	0.6545	0.72103	0.06653	144.216	151.503	0.6545	0.72103	0.6545	0.65783	0.66115	0.66448	0.66781	0.67113	0.67446	0.67779	0.68111	0.68444	0.68776	0.69109	0.69442	0.69774	0.70107	0.7044	0.70772	0.71105	0.71438	0.7177	138.031	140.922	143.813	146.705	149.596	151.09	149.878	148.666	147.454	146.242	145.031	144.612	145.818	147.024	148.23	149.436	150.642	151.865	153.124	154.383
S2diaNB1	1	60.0	320.0	2	银	Name	0.72103	0.89319	0.17216	0	in	0.75384	0.89319	0.13935	in	0.75384	0.89319	0.13935	120.618	146.975	0.89319	0.75384	0.75384	0.76081	0.76777	0.77474	0.78171	0.78868	0.79564	0.80261	0.80958	0.81655	0.82351	0.83048	0.83745	0.84442	0.85139	0.85835	0.86532	0.87229	0.87926	0.88622	151.405	149.495	147.585	144.493	140.846	137.199	135.521	134.305	133.088	130.974	128.802	126.73	125.988	125.246	124.476	123.592	122.709	121.944	121.422	120.901
S2diaNB1	2	60.0	320.0	3	拿	Verb	0.89319	1.0125	0.11931	0	a	0.93292	1.0125	0.07958	a	0.93292	1.0125	0.07958	109.229	115.156	1.0125	0.93292	0.93292	0.9369	0.94088	0.94486	0.94884	0.95281	0.95679	0.96077	0.96475	0.96873	0.97271	0.97669	0.98067	0.98465	0.98863	0.9926	0.99658	1.00056	1.00454	1.00852	118.251	117.53	116.809	116.088	115.367	114.718	114.097	113.477	112.856	112.236	111.993	111.926	111.859	111.792	111.725	111.38	110.888	110.396	109.904	109.412
S2diaNB1	3	60.0	320.0	4	了	Aspect	1.0125	1.08315	0.07065	0	o	1.04079	1.08315	0.04236	o	1.04079	1.07315	0.03236	102.389	104.801	1.07315	1.04079	1.04079	1.04241	1.04403	1.04564	1.04726	1.04888	1.0505	1.05212	1.05373	1.05535	1.05697	1.05859	1.06021	1.06182	1.06344	1.06506	1.06668	1.0683	1.06991	1.07153	105.688	105.532	105.377	105.221	105.065	104.909	104.741	104.546	104.351	104.156	103.961	103.766	103.571	103.375	103.18	102.985	102.79	102.595	102.4	101.658
S2diaNB1	4	60.0	320.0	5	个	Classifier	1.08315	1.18825	0.1051	0	o	1.12429	1.18825	0.06396	o	1.12429	1.18825	0.06396	91.924	97.596	1.144656015758856	1.18825	1.12429	1.12749	1.13069	1.13388	1.13708	1.14028	1.14348	1.14668	1.14987	1.15307	1.15627	1.15947	1.16267	1.16586	1.16906	1.17226	1.17546	1.17866	1.18185	1.18505	95.779	94.584	93.586	93.311	93.036	92.761	92.485	92.21	91.935	92.795	93.702	94.609	95.516	96.423	97.33	98.111	98.839	99.568	100.297	101.026
S2diaNB1	5	60.0	320.0	6	篮	Object	1.18825	1.52053	0.33228	0	E	1.29953	1.52053	0.221	E	1.29953	1.49053	0.191	95.885	109.136	1.4162384199579774	1.3196147807475345	1.29953	1.30908	1.31863	1.32818	1.33773	1.34728	1.35683	1.36638	1.37593	1.38548	1.39503	1.40458	1.41413	1.42368	1.43323	1.44278	1.45233	1.46188	1.47143	1.48098	104.299	108.71	109.057	108.971	107.283	105.219	102.928	100.545	99.027	98.037	97.145	96.341	95.965	96.152	96.286	96.32	96.425	96.753	97.036	97.069
